genes,gene_short_name,GC_content,Gene_type,Transcript_name
ST7,ST7,39.15,protein_coding,ST7-205
ST7L,ST7L,39.05,protein_coding,ST7L-204
ST8SIA1,ST8SIA1,38.38,protein_coding,ST8SIA1-206
ST8SIA4,ST8SIA4,34.13,protein_coding,ST8SIA4-201
ST8SIA5,ST8SIA5,47.59,protein_coding,ST8SIA5-203
ST8SIA6,ST8SIA6,40.76,protein_coding,ST8SIA6-202
STAC2,STAC2,57.83,protein_coding,STAC2-201
STAG1,STAG1,38.93,protein_coding,STAG1-202
STAG2,STAG2,39.19,protein_coding,STAG2-206
STAM,STAM,37.1,protein_coding,STAM-202
STAM2,STAM2,38.98,protein_coding,STAM2-201
STAMBP,STAMBP,42.1,protein_coding,STAMBP-204
STAMBPL1,STAMBPL1,39.34,protein_coding,STAMBPL1-203
STAP2,STAP2,54.12,protein_coding,STAP2-209
STARD10,STARD10,54.31,protein_coding,STARD10-209
STARD3NL,STARD3NL,38.4,protein_coding,STARD3NL-201
STARD7,STARD7,42.97,protein_coding,STARD7-201
STARD8,STARD8,50.28,protein_coding,STARD8-204
STARD9,STARD9,43.51,protein_coding,STARD9-205
STAT1,STAT1,41.75,protein_coding,STAT1-205
STAT2,STAT2,47.76,protein_coding,STAT2-207
STAT3,STAT3,45.02,protein_coding,STAT3-201
STAT5B,STAT5B,43.63,protein_coding,STAT5B-201
STAT6,STAT6,50.56,protein_coding,STAT6-201
STAU1,STAU1,43.2,protein_coding,STAU1-210
STAU2,STAU2,38.25,protein_coding,STAU2-220
STC1,STC1,43.8,protein_coding,STC1-201
STEAP2,STEAP2,37.44,protein_coding,STEAP2-209
STEAP4,STEAP4,37.87,protein_coding,STEAP4-202
STIL,STIL,40.02,protein_coding,STIL-202
STIM1,STIM1,42.52,protein_coding,STIM1-204
STIP1,STIP1,50.06,protein_coding,STIP1-203
STK10,STK10,48.99,protein_coding,STK10-201
STK11,STK11,57.49,protein_coding,STK11-203
STK17A,STK17A,40.71,protein_coding,STK17A-202
STK17B,STK17B,37.67,protein_coding,STK17B-201
STK24,STK24,47.42,protein_coding,STK24-208
STK25,STK25,59.3,protein_coding,STK25-201
STK3,STK3,39.53,protein_coding,STK3-220
STK31,STK31,37.43,protein_coding,STK31-202
STK33,STK33,37.65,protein_coding,STK33-211
STK35,STK35,48.09,protein_coding,STK35-201
STK38,STK38,41.52,protein_coding,STK38-201
STK38L,STK38L,37.77,protein_coding,STK38L-207
STK4,STK4,38.46,protein_coding,STK4-202
STK40,STK40,52.28,protein_coding,STK40-201
STMN1,STMN1,48.24,protein_coding,STMN1-209
STMND1,STMND1,40.52,protein_coding,STMND1-201
STMP1,STMP1,43.1,protein_coding,STMP1-203
STOM,STOM,39.57,protein_coding,STOM-201
STOML1,STOML1,52.84,protein_coding,STOML1-204
STOML2,STOML2,53.1,protein_coding,STOML2-201
STON2,STON2,41.03,protein_coding,STON2-205
STPG1,STPG1,44.09,protein_coding,STPG1-203
STRADA,STRADA,48.88,protein_coding,STRADA-251
STRAP,STRAP,36.48,protein_coding,STRAP-206
STRBP,STRBP,39.12,protein_coding,STRBP-210
STRC,STRC,51.03,protein_coding,STRC-205
STRIP2,STRIP2,43.81,protein_coding,STRIP2-201
STRN,STRN,37.73,protein_coding,STRN-201
STRN3,STRN3,38.51,protein_coding,STRN3-201
STRN4,STRN4,57.35,protein_coding,STRN4-201
STT3A,STT3A,41.03,protein_coding,STT3A-210
STT3B,STT3B,35.96,protein_coding,STT3B-204
STUB1,STUB1,64.94,protein_coding,STUB1-205
STX12,STX12,41.39,protein_coding,STX12-201
STX16,STX16,41.01,protein_coding,STX16-210
STX17,STX17,36.39,protein_coding,STX17-201
STX2,STX2,45.87,protein_coding,STX2-201
STX3,STX3,43.39,protein_coding,STX3-208
STX4,STX4,55.52,protein_coding,STX4-203
STX5,STX5,47.03,protein_coding,STX5-202
STX6,STX6,40.71,protein_coding,STX6-201
STX7,STX7,37.41,protein_coding,STX7-202
STX8,STX8,43.43,protein_coding,STX8-201
STXBP2,STXBP2,61.17,protein_coding,STXBP2-204
STXBP3,STXBP3,36.04,protein_coding,STXBP3-204
STXBP4,STXBP4,36.22,protein_coding,STXBP4-205
STXBP5,STXBP5,34.37,protein_coding,STXBP5-204
STYX,STYX,38.28,protein_coding,STYX-202
STYXL1,STYXL1,48.42,protein_coding,STYXL1-203
SUB1,SUB1,42.87,protein_coding,SUB1-206
SUCLA2,SUCLA2,40.06,protein_coding,SUCLA2-214
SUCLG1,SUCLG1,39.25,protein_coding,SUCLG1-201
SUCLG2,SUCLG2,39.38,protein_coding,SUCLG2-204
SUCO,SUCO,36.42,protein_coding,SUCO-202
SUDS3,SUDS3,44.37,protein_coding,SUDS3-204
SUGP1,SUGP1,51.32,protein_coding,SUGP1-210
SUGP2,SUGP2,50,protein_coding,SUGP2-204
SUGT1,SUGT1,36.99,protein_coding,SUGT1-203
SULT1A1,SULT1A1,52.56,protein_coding,SULT1A1-211
SULT1B1,SULT1B1,37.28,protein_coding,SULT1B1-201
SULT1C2,SULT1C2,44.42,protein_coding,SULT1C2-201
SULT1C4,SULT1C4,40.65,protein_coding,SULT1C4-203
SULT1E1,SULT1E1,33.24,protein_coding,SULT1E1-201
SULT2A1,SULT2A1,46.68,protein_coding,SULT2A1-201
SULT2B1,SULT2B1,51.75,protein_coding,SULT2B1-201
SUMF1,SUMF1,39.53,protein_coding,SUMF1-207
SUMF2,SUMF2,49.29,protein_coding,SUMF2-204
SUMO1,SUMO1,41.66,protein_coding,SUMO1-203
SUMO2,SUMO2,46.28,protein_coding,SUMO2-202
SUMO3,SUMO3,54.29,protein_coding,SUMO3-203
SUN1,SUN1,52.69,protein_coding,SUN1-211
SUOX,SUOX,52.21,protein_coding,SUOX-202
SUPT16H,SUPT16H,40.35,protein_coding,SUPT16H-201
SUPT20H,SUPT20H,35.69,protein_coding,SUPT20H-217
SUPT3H,SUPT3H,36.3,protein_coding,SUPT3H-205
SUPT5H,SUPT5H,51.42,protein_coding,SUPT5H-207
SUPT6H,SUPT6H,47.99,protein_coding,SUPT6H-201
SUPT7L,SUPT7L,41.28,protein_coding,SUPT7L-201
SUPV3L1,SUPV3L1,41.8,protein_coding,SUPV3L1-201
SURF4,SURF4,52.38,protein_coding,SURF4-216
SURF6,SURF6,52.81,protein_coding,SURF6-203
SUSD5,SUSD5,41.41,protein_coding,SUSD5-201
SUSD6,SUSD6,44.82,protein_coding,SUSD6-201
SUZ12,SUZ12,41.01,protein_coding,SUZ12-201
SV2C,SV2C,41.39,protein_coding,SV2C-202
SVIL,SVIL,43.61,protein_coding,SVIL-203
SVIP,SVIP,36.62,protein_coding,SVIP-202
SVOP,SVOP,45.17,protein_coding,SVOP-205
SWAP70,SWAP70,39.97,protein_coding,SWAP70-202
SWSAP1,SWSAP1,53.85,protein_coding,SWSAP1-201
SYAP1,SYAP1,43.75,protein_coding,SYAP1-201
SYBU,SYBU,39.55,protein_coding,SYBU-235
SYCP2,SYCP2,33.52,protein_coding,SYCP2-201
SYCP3,SYCP3,36.71,protein_coding,SYCP3-205
SYDE2,SYDE2,36.3,protein_coding,SYDE2-202
SYF2,SYF2,43.02,protein_coding,SYF2-201
SYK,SYK,44.17,protein_coding,SYK-204
SYMPK,SYMPK,51.53,protein_coding,SYMPK-209
SYNCRIP,SYNCRIP,40.05,protein_coding,SYNCRIP-201
SYNE1,SYNE1,38.41,protein_coding,SYNE1-224
SYNE2,SYNE2,40.76,protein_coding,SYNE2-202
SYNE3,SYNE3,50.57,protein_coding,SYNE3-205
SYNE4,SYNE4,55.66,protein_coding,SYNE4-207
SYNGR2,SYNGR2,62.13,protein_coding,SYNGR2-201
SYNJ2,SYNJ2,49.67,protein_coding,SYNJ2-201
SYNJ2BP,SYNJ2BP,39.55,protein_coding,SYNJ2BP-201
SYNJ2BP-COX16,SYNJ2BP-COX16,39.53,protein_coding,SYNJ2BP-COX16-204
SYNPO,SYNPO,52.53,protein_coding,SYNPO-202
SYNPO2,SYNPO2,38.36,protein_coding,SYNPO2-206
SYNPO2L,SYNPO2L,50.61,protein_coding,SYNPO2L-201
SYNRG,SYNRG,40.77,protein_coding,SYNRG-217
SYP,SYP,52.69,protein_coding,SYP-201
SYPL1,SYPL1,38.18,protein_coding,SYPL1-202
SYS1,SYS1,49.54,protein_coding,SYS1-202
SYT11,SYT11,46.48,protein_coding,SYT11-201
SYT12,SYT12,53.68,protein_coding,SYT12-201
SYT14,SYT14,36.77,protein_coding,SYT14-210
SYT15,SYT15,52.37,protein_coding,SYT15-203
SYT16,SYT16,39.31,protein_coding,SYT16-202
SYT17,SYT17,45.9,protein_coding,SYT17-209
SYT2,SYT2,50.15,protein_coding,SYT2-201
SYT5,SYT5,56.23,protein_coding,SYT5-207
SYT7,SYT7,57.15,protein_coding,SYT7-201
SYTL1,SYTL1,58.24,protein_coding,SYTL1-211
SYTL2,SYTL2,40.22,protein_coding,SYTL2-225
SYTL4,SYTL4,41.39,protein_coding,SYTL4-204
SYVN1,SYVN1,55.16,protein_coding,SYVN1-212
SZRD1,SZRD1,48.1,protein_coding,SZRD1-206
SZT2,SZT2,50.23,protein_coding,SZT2-202
TAB2,TAB2,38.87,protein_coding,TAB2-206
TAB3,TAB3,38.95,protein_coding,TAB3-205
TACC1,TACC1,42.76,protein_coding,TACC1-207
TACC2,TACC2,48.29,protein_coding,TACC2-219
TACSTD2,TACSTD2,58.19,protein_coding,TACSTD2-201
TADA1,TADA1,40.88,protein_coding,TADA1-202
TADA2A,TADA2A,42.79,protein_coding,TADA2A-205
TADA2B,TADA2B,56.73,protein_coding,TADA2B-202
TADA3,TADA3,49.41,protein_coding,TADA3-201
TAF1,TAF1,43.38,protein_coding,TAF1-203
TAF10,TAF10,52.53,protein_coding,TAF10-205
TAF11,TAF11,41.17,protein_coding,TAF11-203
TAF12,TAF12,47.17,protein_coding,TAF12-203
TAF13,TAF13,43.53,protein_coding,TAF13-202
TAF1A,TAF1A,36.34,protein_coding,TAF1A-203
TAF1B,TAF1B,39.49,protein_coding,TAF1B-201
TAF1D,TAF1D,41.79,protein_coding,TAF1D-201
TAF2,TAF2,37.49,protein_coding,TAF2-201
TAF4,TAF4,52.35,protein_coding,TAF4-203
TAF6,TAF6,53.95,protein_coding,TAF6-203
TAF7,TAF7,42.06,protein_coding,TAF7-202
TAF8,TAF8,45.88,protein_coding,TAF8-202
TAF9,TAF9,44.8,protein_coding,TAF9-211
TAF9B,TAF9B,38.33,protein_coding,TAF9B-201
TAGLN2,TAGLN2,56.56,protein_coding,TAGLN2-202
TALDO1,TALDO1,51.9,protein_coding,TALDO1-201
TAMM41,TAMM41,42.9,protein_coding,TAMM41-218
TANC1,TANC1,43.43,protein_coding,TANC1-201
TANC2,TANC2,37.68,protein_coding,TANC2-202
TANGO2,TANGO2,54.68,protein_coding,TANGO2-219
TANGO6,TANGO6,43.09,protein_coding,TANGO6-207
TANK,TANK,35.76,protein_coding,TANK-201
TAOK1,TAOK1,41.03,protein_coding,TAOK1-205
TAOK2,TAOK2,54.91,protein_coding,TAOK2-202
TAOK3,TAOK3,39.71,protein_coding,TAOK3-202
TAP1,TAP1,50.44,protein_coding,TAP1-227
TAPBP,TAPBP,50.02,protein_coding,TAPBP-247
TAPT1,TAPT1,38.85,protein_coding,TAPT1-201
TARBP1,TARBP1,40.31,protein_coding,TARBP1-201
TARDBP,TARDBP,43.58,protein_coding,TARDBP-205
TARS,TARS,38.63,protein_coding,TARS-204
TARS2,TARS2,48.52,protein_coding,TARS2-203
TARSL2,TARSL2,41.06,protein_coding,TARSL2-201
TASOR,TASOR,38.7,protein_coding,TASOR-203
TASOR2,TASOR2,38.83,protein_coding,TASOR2-201
TASP1,TASP1,37.32,protein_coding,TASP1-206
TAT,TAT,41.54,protein_coding,TAT-201
TATDN1,TATDN1,40.76,protein_coding,TATDN1-215
TATDN3,TATDN3,40.56,protein_coding,TATDN3-214
TAX1BP1,TAX1BP1,36.81,protein_coding,TAX1BP1-205
TBC1D1,TBC1D1,42.84,protein_coding,TBC1D1-214
TBC1D10B,TBC1D10B,54.56,protein_coding,TBC1D10B-203
TBC1D12,TBC1D12,38.52,protein_coding,TBC1D12-201
TBC1D15,TBC1D15,37.01,protein_coding,TBC1D15-208
TBC1D16,TBC1D16,52.49,protein_coding,TBC1D16-201
TBC1D17,TBC1D17,57.5,protein_coding,TBC1D17-201
TBC1D20,TBC1D20,46.37,protein_coding,TBC1D20-202
TBC1D22A,TBC1D22A,49.42,protein_coding,TBC1D22A-201
TBC1D23,TBC1D23,36.47,protein_coding,TBC1D23-207
TBC1D24,TBC1D24,55.83,protein_coding,TBC1D24-204
TBC1D30,TBC1D30,41.44,protein_coding,TBC1D30-205
TBC1D31,TBC1D31,39.82,protein_coding,TBC1D31-209
TBC1D32,TBC1D32,35.75,protein_coding,TBC1D32-203
TBC1D5,TBC1D5,37.62,protein_coding,TBC1D5-201
TBC1D8,TBC1D8,44.32,protein_coding,TBC1D8-201
TBC1D8B,TBC1D8B,36.59,protein_coding,TBC1D8B-203
TBC1D9,TBC1D9,41.17,protein_coding,TBC1D9-201
TBC1D9B,TBC1D9B,54.22,protein_coding,TBC1D9B-216
TBCA,TBCA,39.32,protein_coding,TBCA-202
TBCB,TBCB,55.29,protein_coding,TBCB-213
TBCC,TBCC,54.36,protein_coding,TBCC-201
TBCCD1,TBCCD1,40.73,protein_coding,TBCCD1-201
TBCD,TBCD,55.58,protein_coding,TBCD-245
TBCK,TBCK,35.98,protein_coding,TBCK-201
TBK1,TBK1,37.75,protein_coding,TBK1-220
TBL1X,TBL1X,45.26,protein_coding,TBL1X-206
TBL1XR1,TBL1XR1,39.31,protein_coding,TBL1XR1-228
TBL2,TBL2,52.18,protein_coding,TBL2-201
TBP,TBP,39.46,protein_coding,TBP-203
TBPL1,TBPL1,37.6,protein_coding,TBPL1-204
TBRG1,TBRG1,39.72,protein_coding,TBRG1-205
TBRG4,TBRG4,53.25,protein_coding,TBRG4-201
TBX3,TBX3,47.3,protein_coding,TBX3-202
TBX6,TBX6,57.33,protein_coding,TBX6-202
TBXA2R,TBXA2R,55.77,protein_coding,TBXA2R-201
TC2N,TC2N,34.86,protein_coding,TC2N-208
TCAF1,TCAF1,39.07,protein_coding,TCAF1-205
TCAF2,TCAF2,41.82,protein_coding,TCAF2-201
TCAIM,TCAIM,39.47,protein_coding,TCAIM-202
TCEA1,TCEA1,39.4,protein_coding,TCEA1-201
TCEA3,TCEA3,48.57,protein_coding,TCEA3-203
TCEAL1,TCEAL1,50.67,protein_coding,TCEAL1-203
TCEAL3,TCEAL3,41.11,protein_coding,TCEAL3-203
TCEAL4,TCEAL4,39.32,protein_coding,TCEAL4-201
TCEAL8,TCEAL8,46.36,protein_coding,TCEAL8-201
TCEAL9,TCEAL9,43.77,protein_coding,TCEAL9-201
TCEANC,TCEANC,41.39,protein_coding,TCEANC-204
TCEANC2,TCEANC2,42.31,protein_coding,TCEANC2-205
TCERG1,TCERG1,36.35,protein_coding,TCERG1-207
TCF12,TCF12,37.17,protein_coding,TCF12-204
TCF20,TCF20,46.13,protein_coding,TCF20-207
TCF23,TCF23,52.67,protein_coding,TCF23-201
TCF25,TCF25,55.04,protein_coding,TCF25-226
TCF3,TCF3,59.56,protein_coding,TCF3-216
TCF4,TCF4,37.78,protein_coding,TCF4-201
TCF7,TCF7,54.55,protein_coding,TCF7-201
TCF7L1,TCF7L1,46.98,protein_coding,TCF7L1-201
TCF7L2,TCF7L2,44.6,protein_coding,TCF7L2-222
TCHP,TCHP,46.02,protein_coding,TCHP-204
TCOF1,TCOF1,52.46,protein_coding,TCOF1-219
TCP1,TCP1,40.84,protein_coding,TCP1-201
TCTA,TCTA,53.23,protein_coding,TCTA-201
TCTEX1D2,TCTEX1D2,45.15,protein_coding,TCTEX1D2-205
TCTN1,TCTN1,44.42,protein_coding,TCTN1-223
TCTN2,TCTN2,45.71,protein_coding,TCTN2-203
TCTN3,TCTN3,39.54,protein_coding,TCTN3-203
TDG,TDG,40.64,protein_coding,TDG-202
TDGF1,TDGF1,45.44,protein_coding,TDGF1-205
TDP1,TDP1,42.14,protein_coding,TDP1-210
TDRD12,TDRD12,44.86,protein_coding,TDRD12-202
TDRD3,TDRD3,36.41,protein_coding,TDRD3-207
TEAD1,TEAD1,42.76,protein_coding,TEAD1-206
TECPR1,TECPR1,56.22,protein_coding,TECPR1-204
TECR,TECR,53.54,protein_coding,TECR-219
TECRL,TECRL,33.53,protein_coding,TECRL-202
TEFM,TEFM,41.95,protein_coding,TEFM-203
TENT2,TENT2,36.28,protein_coding,TENT2-209
TENT4B,TENT4B,41.51,protein_coding,TENT4B-202
TENT5A,TENT5A,36.03,protein_coding,TENT5A-204
TENT5C,TENT5C,43.96,protein_coding,TENT5C-201
TEP1,TEP1,47.43,protein_coding,TEP1-203
TERB1,TERB1,39.95,protein_coding,TERB1-203
TERF1,TERF1,36.98,protein_coding,TERF1-202
TERF2,TERF2,44.3,protein_coding,TERF2-201
TERF2IP,TERF2IP,42.42,protein_coding,TERF2IP-201
TES,TES,37.72,protein_coding,TES-201
TESMIN,TESMIN,45.07,protein_coding,TESMIN-201
TET2,TET2,36.29,protein_coding,TET2-202
TET3,TET3,46.75,protein_coding,TET3-202
TEX10,TEX10,37.95,protein_coding,TEX10-201
TEX2,TEX2,43.58,protein_coding,TEX2-201
TEX261,TEX261,52.41,protein_coding,TEX261-201
TEX264,TEX264,54.18,protein_coding,TEX264-206
TEX35,TEX35,48.37,protein_coding,TEX35-201
TEX45,TEX45,54.07,protein_coding,TEX45-202
TEX9,TEX9,36.87,protein_coding,TEX9-208
TF,TF,43.58,protein_coding,TF-201
TFAM,TFAM,37.47,protein_coding,TFAM-204
TFAP2A,TFAP2A,47.57,protein_coding,TFAP2A-204
TFAP2C,TFAP2C,48.95,protein_coding,TFAP2C-201
TFAP4,TFAP4,56.39,protein_coding,TFAP4-207
TFB2M,TFB2M,41.9,protein_coding,TFB2M-201
TFCP2,TFCP2,41.94,protein_coding,TFCP2-201
TFDP1,TFDP1,53.33,protein_coding,TFDP1-206
TFDP2,TFDP2,39.89,protein_coding,TFDP2-215
TFF3,TFF3,54.43,protein_coding,TFF3-204
TFG,TFG,36.39,protein_coding,TFG-202
TFIP11,TFIP11,44.89,protein_coding,TFIP11-204
TFPI,TFPI,36.6,protein_coding,TFPI-203
TFR2,TFR2,53.9,protein_coding,TFR2-213
TFRC,TFRC,42.42,protein_coding,TFRC-205
TGFB1I1,TGFB1I1,60.05,protein_coding,TGFB1I1-211
TGFBR1,TGFBR1,39.03,protein_coding,TGFBR1-204
TGFBRAP1,TGFBRAP1,43.93,protein_coding,TGFBRAP1-202
TGIF1,TGIF1,43.85,protein_coding,TGIF1-206
TGIF2,TGIF2,51.95,protein_coding,TGIF2-202
TGM2,TGM2,52.67,protein_coding,TGM2-201
TGOLN2,TGOLN2,47.55,protein_coding,TGOLN2-202
TGS1,TGS1,39.78,protein_coding,TGS1-201
THADA,THADA,40.47,protein_coding,THADA-207
THAP12,THAP12,40.29,protein_coding,THAP12-204
THAP4,THAP4,49.66,protein_coding,THAP4-202
THAP5,THAP5,39.2,protein_coding,THAP5-206
THAP6,THAP6,40.52,protein_coding,THAP6-208
THBS1,THBS1,43.51,protein_coding,THBS1-202
THEM4,THEM4,42.26,protein_coding,THEM4-201
THG1L,THG1L,42.92,protein_coding,THG1L-201
THNSL2,THNSL2,48.04,protein_coding,THNSL2-204
THOC1,THOC1,37.31,protein_coding,THOC1-206
THOC2,THOC2,38.09,protein_coding,THOC2-209
THOC3,THOC3,43.01,protein_coding,THOC3-202
THOC5,THOC5,47.17,protein_coding,THOC5-216
THOC7,THOC7,39.87,protein_coding,THOC7-201
THOP1,THOP1,59.07,protein_coding,THOP1-201
THRA,THRA,54.9,protein_coding,THRA-205
THRAP3,THRAP3,43.71,protein_coding,THRAP3-201
THRB,THRB,38.87,protein_coding,THRB-203
THSD4,THSD4,42.5,protein_coding,THSD4-202
THUMPD1,THUMPD1,40.19,protein_coding,THUMPD1-206
THUMPD2,THUMPD2,36.6,protein_coding,THUMPD2-203
THUMPD3,THUMPD3,40.02,protein_coding,THUMPD3-203
THYN1,THYN1,43.95,protein_coding,THYN1-204
TIA1,TIA1,39.67,protein_coding,TIA1-205
TIAF1,TIAF1,52.56,protein_coding,TIAF1-201
TIAL1,TIAL1,38.16,protein_coding,TIAL1-203
TIAM2,TIAM2,43.49,protein_coding,TIAM2-207
TIE1,TIE1,54.59,protein_coding,TIE1-201
TIGAR,TIGAR,41.85,protein_coding,TIGAR-204
TIGD1,TIGD1,43.39,protein_coding,TIGD1-201
TIMELESS,TIMELESS,46.65,protein_coding,TIMELESS-203
TIMM10,TIMM10,47.99,protein_coding,TIMM10-201
TIMM10B,TIMM10B,47.31,protein_coding,TIMM10B-201
TIMM13,TIMM13,63.97,protein_coding,TIMM13-201
TIMM17A,TIMM17A,42.3,protein_coding,TIMM17A-201
TIMM17B,TIMM17B,52.95,protein_coding,TIMM17B-204
TIMM21,TIMM21,42.28,protein_coding,TIMM21-201
TIMM22,TIMM22,48.66,protein_coding,TIMM22-201
TIMM23,TIMM23,40.13,protein_coding,TIMM23-201
TIMM23B,TIMM23B,40.64,protein_coding,TIMM23B-203
TIMM29,TIMM29,52.42,protein_coding,TIMM29-201
TIMM44,TIMM44,56.3,protein_coding,TIMM44-210
TIMM50,TIMM50,53.07,protein_coding,TIMM50-219
TIMM8A,TIMM8A,43.74,protein_coding,TIMM8A-203
TIMM8B,TIMM8B,46.22,protein_coding,TIMM8B-201
TIMMDC1,TIMMDC1,38.47,protein_coding,TIMMDC1-208
TIMP1,TIMP1,53.47,protein_coding,TIMP1-201
TIMP2,TIMP2,52.6,protein_coding,TIMP2-203
TINAGL1,TINAGL1,55.48,protein_coding,TINAGL1-201
TINF2,TINF2,53.3,protein_coding,TINF2-209
TIPARP,TIPARP,38.27,protein_coding,TIPARP-205
TIPIN,TIPIN,44.04,protein_coding,TIPIN-201
TIPRL,TIPRL,38.53,protein_coding,TIPRL-202
TIRAP,TIRAP,46.41,protein_coding,TIRAP-204
TJAP1,TJAP1,51.18,protein_coding,TJAP1-206
TJP1,TJP1,38.9,protein_coding,TJP1-215
TKFC,TKFC,54.64,protein_coding,TKFC-201
TKT,TKT,54.36,protein_coding,TKT-208
TLCD2,TLCD2,51.81,protein_coding,TLCD2-201
TLE1,TLE1,43.5,protein_coding,TLE1-203
TLE2,TLE2,54.68,protein_coding,TLE2-201
TLE3,TLE3,52.15,protein_coding,TLE3-214
TLE5,TLE5,60.37,protein_coding,TLE5-212
TLK1,TLK1,38.08,protein_coding,TLK1-205
TLK2,TLK2,42.17,protein_coding,TLK2-214
TLL2,TLL2,46.43,protein_coding,TLL2-201
TLN1,TLN1,51.07,protein_coding,TLN1-201
TLNRD1,TLNRD1,55.36,protein_coding,TLNRD1-201
TLR10,TLR10,38.76,protein_coding,TLR10-201
TLR2,TLR2,38.89,protein_coding,TLR2-208
TLR3,TLR3,39.23,protein_coding,TLR3-201
TM2D1,TM2D1,39.63,protein_coding,TM2D1-212
TM2D2,TM2D2,42.34,protein_coding,TM2D2-203
TM2D3,TM2D3,40.91,protein_coding,TM2D3-216
TM4SF1,TM4SF1,37.6,protein_coding,TM4SF1-203
TM4SF18,TM4SF18,37.76,protein_coding,TM4SF18-201
TM7SF3,TM7SF3,40.31,protein_coding,TM7SF3-201
TM9SF1,TM9SF1,50.99,protein_coding,TM9SF1-201
TM9SF2,TM9SF2,40.68,protein_coding,TM9SF2-205
TM9SF3,TM9SF3,37.03,protein_coding,TM9SF3-201
TM9SF4,TM9SF4,47.43,protein_coding,TM9SF4-202
TMA16,TMA16,36.88,protein_coding,TMA16-206
TMA7,TMA7,47.75,protein_coding,TMA7-203
TMBIM1,TMBIM1,54.42,protein_coding,TMBIM1-201
TMBIM4,TMBIM4,38.11,protein_coding,TMBIM4-202
TMBIM6,TMBIM6,43.42,protein_coding,TMBIM6-214
TMC1,TMC1,39.22,protein_coding,TMC1-207
TMC2,TMC2,42.82,protein_coding,TMC2-201
TMC4,TMC4,56.2,protein_coding,TMC4-231
TMC5,TMC5,45.06,protein_coding,TMC5-207
TMC6,TMC6,61.98,protein_coding,TMC6-216
TMC7,TMC7,46.16,protein_coding,TMC7-205
TMCC1,TMCC1,39.38,protein_coding,TMCC1-203
TMCO1,TMCO1,39.88,protein_coding,TMCO1-202
TMCO3,TMCO3,48.37,protein_coding,TMCO3-202
TMED10,TMED10,42.19,protein_coding,TMED10-201
TMED2,TMED2,42.26,protein_coding,TMED2-201
TMED3,TMED3,42.57,protein_coding,TMED3-201
TMED4,TMED4,48.93,protein_coding,TMED4-203
TMED5,TMED5,38,protein_coding,TMED5-202
TMED7,TMED7,37.81,protein_coding,TMED7-201
TMED8,TMED8,41.15,protein_coding,TMED8-201
TMED9,TMED9,52.72,protein_coding,TMED9-201
TMEM106A,TMEM106A,50.69,protein_coding,TMEM106A-205
TMEM106B,TMEM106B,34.58,protein_coding,TMEM106B-202
TMEM106C,TMEM106C,46.67,protein_coding,TMEM106C-213
TMEM107,TMEM107,48.77,protein_coding,TMEM107-205
TMEM109,TMEM109,51.06,protein_coding,TMEM109-201
TMEM11,TMEM11,51.96,protein_coding,TMEM11-201
TMEM116,TMEM116,40.27,protein_coding,TMEM116-213
TMEM119,TMEM119,56.19,protein_coding,TMEM119-201
TMEM120B,TMEM120B,51.94,protein_coding,TMEM120B-201
TMEM123,TMEM123,40.62,protein_coding,TMEM123-201
TMEM126A,TMEM126A,37.69,protein_coding,TMEM126A-202
TMEM126B,TMEM126B,37.32,protein_coding,TMEM126B-201
TMEM127,TMEM127,51.14,protein_coding,TMEM127-201
TMEM128,TMEM128,41.7,protein_coding,TMEM128-201
TMEM130,TMEM130,52.26,protein_coding,TMEM130-203
TMEM131,TMEM131,39.3,protein_coding,TMEM131-208
TMEM131L,TMEM131L,41.78,protein_coding,TMEM131L-202
TMEM132A,TMEM132A,58.71,protein_coding,TMEM132A-207
TMEM134,TMEM134,56.67,protein_coding,TMEM134-201
TMEM135,TMEM135,36.37,protein_coding,TMEM135-202
TMEM138,TMEM138,47.18,protein_coding,TMEM138-201
TMEM141,TMEM141,62.16,protein_coding,TMEM141-201
TMEM144,TMEM144,37.8,protein_coding,TMEM144-206
TMEM145,TMEM145,57.16,protein_coding,TMEM145-201
TMEM147,TMEM147,58.54,protein_coding,TMEM147-201
TMEM14A,TMEM14A,41.72,protein_coding,TMEM14A-201
TMEM14B,TMEM14B,42.53,protein_coding,TMEM14B-202
TMEM14C,TMEM14C,47.49,protein_coding,TMEM14C-201
TMEM150C,TMEM150C,41.81,protein_coding,TMEM150C-204
TMEM154,TMEM154,41.51,protein_coding,TMEM154-201
TMEM156,TMEM156,39,protein_coding,TMEM156-203
TMEM159,TMEM159,43.7,protein_coding,TMEM159-206
TMEM161B,TMEM161B,35.47,protein_coding,TMEM161B-213
TMEM165,TMEM165,38.82,protein_coding,TMEM165-204
TMEM167A,TMEM167A,35.95,protein_coding,TMEM167A-201
TMEM167B,TMEM167B,43.73,protein_coding,TMEM167B-201
TMEM168,TMEM168,35.26,protein_coding,TMEM168-201
TMEM169,TMEM169,43.95,protein_coding,TMEM169-203
TMEM17,TMEM17,39.28,protein_coding,TMEM17-201
TMEM170A,TMEM170A,44.64,protein_coding,TMEM170A-201
TMEM175,TMEM175,51.83,protein_coding,TMEM175-211
TMEM179B,TMEM179B,52.82,protein_coding,TMEM179B-204
TMEM18,TMEM18,51.4,protein_coding,TMEM18-201
TMEM181,TMEM181,47.38,protein_coding,TMEM181-201
TMEM182,TMEM182,39.03,protein_coding,TMEM182-210
